"","BC.r1","BC.r2","BC.r3","Pre.r1","Pre.r2","Pre.r3","Pos.r1","Pos.r2","Pos.r3"
"PHYBL_134148T0",7369.88912677793,9356.35196271041,9470.517644861,7386.99801728323,5899.39566934036,5382.35086862314,3469.20561587169,2687.61990734523,4498.50726574518
"PHYBL_134155T0",4183.40330389245,5927.22030605992,6120.53244782959,5667.94867247384,4830.0224780514,4403.73167758884,4958.14343283072,3406.84280417257,4706.50098936199
"PHYBL_134166T0",665.626853572159,797.589749103216,929.436641657157,518.371129417762,552.385260164657,422.3022698888,413.170855234272,372.196565292442,326.34328232507
"PHYBL_134170T0",259.5,353.5,397.5,389.5,259,309.5,205,178.5,208
"PHYBL_134173T0",655.5,712,479.5,210,180,147.5,49.5,62.5,88
"PHYBL_134181T0",1263.5,1463,1229,1177.5,1004,926.5,834,639,842.5
"PHYBL_134195T0",4020,4015,4241,5737,3935,3694,4364,3705,4987
"PHYBL_13419T0",8510,10751,11106,8274,7549,6342,4152,4810,4875
"PHYBL_134205T0",22442.4812003826,21678.3879128979,20626.7997438614,12685.6421464161,14220.1303046276,6959.93612927325,5975.51079384565,3354.28379104746,6753.80734513455
"PHYBL_134221T0",777,906,849,1863,1126,1569,2447,2756,2404
"PHYBL_134245T0",5374.43977451234,6400.60183411541,6284.17257053424,4172.50446787644,3985.06672157631,3312.46514073645,3898.14315136173,3413.22536598983,4132.8888144812
"PHYBL_134252T0",976,1023,1029,1171,1118,965,1246,999,1002
"PHYBL_134258T0",1229,1322,1391,1176,1080,799,754,549,733
"PHYBL_134259T0",853,846,996,853,549,573,513,500,572
"PHYBL_134264T0",1510,1674,1802,1980,1432,1306,824,717,868
"PHYBL_134291T0",2623,2967,2993,2832,1962,2322,1252,1121,1456
"PHYBL_134296T0",2990,3269,3383,2907,2005,2542,1166,884,1910
"PHYBL_134315T0",3739,5227,4601,3653,3373,3021,982,1157,1626
"PHYBL_134389T0",739,920,1090,1343,1027,1174,959,904,1245
"PHYBL_134392T0",14257,15042,14834,16469,13381,11333,11166,7934,12248
"PHYBL_134401T0",645,750,801,1414,778,978,544,519,576
"PHYBL_134413T0",2565,2433,2831,4178,2879,2317,2061,1623,1789
"PHYBL_134414T0",9164.57768900747,11594.6220037646,13970.8597279034,10469.1526146552,8500.59655659906,8941.16613535516,7784.43048616871,6434.56745084837,8466.2062434564
"PHYBL_134423T0",2559,2481,2910,2364,2126,1343,1390,990,1371
"PHYBL_134431T0",977,900,1183,2748,1478,1487,700,609,808
"PHYBL_134437T0",5369,6177,7042,10989,7097,5793,4085,3394,4230
"PHYBL_134449T0",609,547,619,585,396,365,243,217,173
"PHYBL_134459T0",234,295,386,301,170,243,240,293,247
"PHYBL_134465T0",1037,998,1282,1331,1005,859,787,586,643
"PHYBL_134477T0",1579,1772,1879,1385,1230,1117,762,620,726
"PHYBL_134478T0",333,450,453,637,437,381,259,232,259
"PHYBL_134532T0",1319,1780,1578,1849,1188,1372,1193,961,1368
"PHYBL_134545T0",1451,1752,1922,2211,1638,2034,1966,1919,2132
"PHYBL_134581T0",49919,57195,53247,28930,23528,23864,22212,18230,21639
"PHYBL_134596T0",1086,1328,1490,1483,1022,1362,799,734,850
"PHYBL_134606T0",29241.18027854,32774.1605804336,33943.4499167923,22257.1976539724,23426.2149686182,18083.5023934787,21912.5854959679,17733.9940318207,20783.1670390808
"PHYBL_134607T0",278,336,406,99,110,138,168,244,154
"PHYBL_134624T0",999,1208,1464,1333,783,929,742,848,832
"PHYBL_134630T0",750,927,916,2423,1679,1302,833,727,1019
"PHYBL_134642T0",722,1032,1119,1121,674,870,562,495,634
"PHYBL_134658T0",2877.60387036996,3452.45100148249,3361.32128858932,2397.43219125174,2014.63215655473,1873.20347782925,2538.59016362023,2323.4337442606,2590.35796892698
"PHYBL_134673T0",16805,19532,17987,14024,8701,7453,6273,5466,6968
"PHYBL_134687T0",338,382,452,538,346,362,229,200,197
"PHYBL_134698T0",376,448,440,591,437,419,290,264,412
"PHYBL_134705T0",588,599,666,5944,4655,2495,1321,1029,1421
"PHYBL_134710T0",728,715,771,717,538,490,339,240,373
"PHYBL_134721T0",684,746,565,528,362,349,172,153,186
"PHYBL_134723T0",1884,1973,1826,2553,2269,1415,1235,765,959
"PHYBL_134765T0",504,746,987,1434,799,1088,679,568,789
"PHYBL_134774T0",1336,1481,1287,1382,1215,723,690,479,761
"PHYBL_134782T0",197,254,269,712,403,453,344,374,465
"PHYBL_134785T0",609,791,697,1221,998,1026,592,616,779
"PHYBL_134797T0",415,397,359,316,285,247,262,281,219
"PHYBL_134804T0",2538,3116,3071,9011,6402,7795,4190,3029,4958
"PHYBL_134809T0",4405,4521,5513,5889,4566,4712,3151,2376,2470
"PHYBL_134824T0",6381,6439,7027,10574,8252,4908,4393,3387,3840
"PHYBL_134855T0",449,389,439,712,376,374,379,420,454
"PHYBL_134873T0",328,404,532,643,427,451,288,283,281
"PHYBL_134881T0",2991,2786,2717,3822,3126,1951,1441,1023,1570
"PHYBL_134895T0",1959,2459,2475,3846,3028,3023,2298,1925,2801
"PHYBL_134900T0",4565.35506006474,5196.97654262602,4735.52848017258,3214.31538093618,3192.3335812497,2853.33267899163,2398.14449317897,1657.3591447944,2639.14767142428
"PHYBL_134907T0",1054,1197,1636,1871,1313,1005,1032,1191,1199
"PHYBL_134928T0",1843,2105,2419,1830,1350,1523,1134,1157,1290
"PHYBL_134942T0",2642,3390,3832,3045,2589,2576,2096,1923,2332
"PHYBL_134951T0",1171,1293,1761,1138,830,1181,1248,1116,1231
"PHYBL_134959T0",550,564,548,653,403,578,229,188,269
"PHYBL_134974T0",2234,2711,3052,2221,1756,1971,2303,2347,2465
"PHYBL_134980T0",33049,40978,37284,45721,45743,38909,24631,17672,26887
"PHYBL_134984T0",601,611,883,687,513,559,423,395,439
"PHYBL_134993T0",156387,150897,118711,48103,50160,31221,1864,1742,1790
"PHYBL_134998T0",2822,3612,3134,3258,2581,2496,1744,1263,1795
"PHYBL_135019T0",2914,3871,4406,3362,3277,3178,1990,2133,3377
"PHYBL_135055T0",488,613,688,798,618,533,443,313,409
"PHYBL_135099T0",250,277,365,274,206,226,243,222,239
"PHYBL_135106T0",17531.983476725,19192.0948624915,17891.6301268559,14074.728513807,12451.457274478,10986.2850947783,10595.9492841341,8383.20916120717,10519.41837348
"PHYBL_135119T0",7461,8032,9133,9826,8449,5647,4898,3823,5367
"PHYBL_135122T0",32127.4591190408,37475.9900264066,31476.4469902443,19886.0844649035,20555.9958893873,14567.8730146115,17742.7553870217,11870.4378948636,18934.7450629531
"PHYBL_135131T0",1301,1660,1617,2071,1425,1364,1160,885,1130
"PHYBL_135135T0",1814,2079,2344,2923,2084,2022,1524,1315,1614
"PHYBL_135145T0",104,133,166,190,101,74,74,80,96
"PHYBL_135171T0",6979,11105,12742,6293,3905,6365,1153,1050,1578
"PHYBL_135206T0",706,866,1032,1456,1118,900,635,534,643
"PHYBL_135227T0",4206,4400,4790,6329,4843,3110,2731,2099,2703
"PHYBL_135236T0",2860,3411,3287,2999,2062,2670,2538,2271,2646
"PHYBL_135242T0",1011,954,1144,1799,1255,908,1445,1376,1366
"PHYBL_135261T0",259.5,353.5,397.5,389.5,259,309.5,205,178.5,208
"PHYBL_135272T0",26179.4563621273,27504.1143094106,25847.1781810086,19045.8706113533,21138.7456608831,14700.3844288699,19904.6721434581,15779.9976945145,19501.1409252589
"PHYBL_135279T0",4793,5230,5324,7176,5263,4420,3438,2997,3360
"PHYBL_135294T0",3501,3645,3401,6523,5162,3444,2259,1843,2583
"PHYBL_135313T0",1680,1822,2032,3174,2122,2047,1178,1123,1218
"PHYBL_135316T0",14376.2322634381,15887.6070861266,12715.8440786465,10164.8699151995,9733.74985831989,7160.42882147024,7182.98653356211,5795.74404761905,8305.49186398379
"PHYBL_135321T0",2411,2496,2545,4084,2846,2369,1364,1140,1341
"PHYBL_135377T0",2593,2660,2763,3048,2136,2135,1695,1368,1841
"PHYBL_135383T0",1036,1459,1762,1097,822,1030,610,495,647
"PHYBL_135389T0",2025,1785,1489,2357,2759,2049,2155,2275,2112
"PHYBL_135415T0",1104,1113,1446,1201,1047,700,750,544,638
"PHYBL_135421T0",45752,53676,43905,32291,26040,22130,13899,10507,16981
"PHYBL_135446T0",1048,1542,1421,2389,1496,1717,1085,966,1009
"PHYBL_135470T0",738,939,825,861,681,635,493,398,465
"PHYBL_135475T0",1167,1155,1385,1686,1390,1140,966,771,885
"PHYBL_135478T0",903,1087,1166,1125,683,798,432,426,537
"PHYBL_135489T0",174,193,216,207,157,196,123,98,126
"PHYBL_135500T0",2743,3837,5389,4670,3228,3641,1356,1920,2112
"PHYBL_135501T0",2480,3296,4614,1380,1077,625,178,182,365
"PHYBL_135502T0",3635,4753,5446,2528,2130,2162,1032,993,1278
"PHYBL_135526T0",651,708,872,1279,886,962,524,492,547
"PHYBL_13553T0",2391,2365,2232,2152,1792,1037,1144,657,883
"PHYBL_135540T0",38528,50140,49645,68379,55314,56494,38787,29204,42766
"PHYBL_135579T0",1321,1738,2015,2576,1656,2228,1674,1410,2190
"PHYBL_135582T0",2771,3128,2675,1796,1498,1306,975,947,1190
"PHYBL_135598T0",1482,1892,1847,1815,1363,1328,905,812,961
"PHYBL_135620T0",378,349,443,755,488,431,418,407,447
"PHYBL_135630T0",2816,3637,2959,2022,1611,1560,1792,1468,1568
"PHYBL_13563T0",697,819,930,428,303,303,224,179,240
"PHYBL_135646T0",343,405,527,418,328,357,194,151,218
"PHYBL_135651T0",919,983,1003,865,757,485,469,318,383
"PHYBL_135657T0",415,397,350,1167,1454,1584,358,221,196
"PHYBL_135667T0",614,656,560,506,533,303,323,195,293
"PHYBL_135671T0",259,251,306,660,471,425,308,230,228
"PHYBL_135684T0",2137,2158,1876,2771,2412,1561,1406,849,1135
"PHYBL_135708T0",1238,1499,1805,1874,1536,1236,733,957,932
"PHYBL_135717T0",1683,2066,2062,2358,1666,1712,996,727,880
"PHYBL_135718T0",1835,2425,2663,2118,1638,1777,1437,1272,1485
"PHYBL_135727T0",6863.36335049699,8629.94348065832,9420.97680952949,6973.11660788764,6543.91152123128,5584.33312998001,5383.63675037172,4614.99199654461,6168.18804430642
"PHYBL_135767T0",854,910,1030,1247,1017,806,602,440,555
"PHYBL_135806T0",557,622,704,898,710,556,398,360,334
"PHYBL_135836T0",3337,3176,2768,3421,2198,1986,9201,6853,7372
"PHYBL_135865T0",513,498,720,547,354,352,361,296,427
"PHYBL_135867T0",6880,7067,6687,6633,5645,3744,3327,2107,3003
"PHYBL_135883T0",621,627,685,1029,565,655,379,342,483
"PHYBL_135910T0",1038,1137,1237,1851,1401,992,947,695,837
"PHYBL_135915T0",64,103,101,42,41,37,41,20,39
"PHYBL_135921T0",1126,932,1026,1392,886,885,1238,1131,1159
"PHYBL_135934T0",14098.6429405701,16942.2614073014,15841,13902.682357648,11914,8938.35723315164,9828,7389,10649
"PHYBL_135939T0",875,1092,1161,1287,871,1013,872,818,1089
"PHYBL_135969T0",3136,3616,3409,2919,2225,1927,2136,1987,2151
"PHYBL_135989T0",17776,23005,24062,21326,16883,17349,19757,17691,21913
"PHYBL_135995T0",181,369,589,493,204,361,1671,2283,1884
"PHYBL_136009T0",527,667,951,985,743,601,327,247,387
"PHYBL_136038T0",892,1134,1320,1459,1004,1281,1119,1022,1050
"PHYBL_136044T0",11629.9622587655,15482.8321163419,13502.7818130366,15162.5139829939,12694.6369033712,11104.4633619732,9785.27740782095,6581.86071632052,9795.31857963281
"PHYBL_136096T0",43403.5623997731,48914.7842927424,51133.8381952827,38529.8233989022,37808.8448922464,28443,20708,17074.8624006996,20186.8737382133
"PHYBL_136102T0",1569,1790,1360,1813,1627,994,369,332,446
"PHYBL_136107T0",2140,3722,4158,4137,2954,2647,4880,4675,4337
"PHYBL_136132T0",294,769,1652,692,352,633,170,187,291
"PHYBL_136143T0",2495,2845,2902,3012,1956,2329,1798,1366,1968
"PHYBL_136168T0",186,229,359,296,218,274,206,219,244
"PHYBL_13618T0",563,601,587,457,352,303,227,143,248
"PHYBL_136212T0",2459,2596,2657,2961,2304,2035,1679,1285,1866
"PHYBL_136225T0",2069,2442,2758,2337,1940,1887,2204,1752,1899
"PHYBL_136235T0",23155,30998,33950,31242,29715,28513,20836,16798,24787
"PHYBL_136269T0",905,1024,1217,1299,881,710,475,474,482
"PHYBL_136272T0",466,408,610,749,489,509,306,340,353
"PHYBL_136291T0",1643,1661,1572,1661,1419,806,936,701,825
"PHYBL_13629T0",129,74,128,1156,583,373,1218,1189,1005
"PHYBL_136301T0",51,62,52,279,242,109,57,36,52
"PHYBL_136334T0",9498.4577485069,12242.6235016626,12256.7365829298,8862.52633720707,8097.5880269989,6406.27529398897,5387.25745475552,4940.86443194759,5911.74170332974
"PHYBL_136346T0",917,1096,1291,1360,976,1072,685,581,728
"PHYBL_13635T0",2419,2167,2226,1887,1879,1106,1386,1116,1436
"PHYBL_136385T0",299,365,415,883,553,762,292,229,313
"PHYBL_136386T0",925,969,1139,747,677,459,396,386,429
"PHYBL_136392T0",321,300,377,443,392,284,235,189,251
"PHYBL_136409T0",1603,1502,1790,2252,1731,1223,795,526,772
"PHYBL_136415T0",1780,2073,2262,2208,1649,1466,983,815,917
"PHYBL_136418T0",4508.42307051742,5111.55664465407,5424.83679463576,2961.18842770921,3101.75339768726,2409.26648854137,4181.51621998287,3565.49949512205,3749.87275839944
"PHYBL_136423T0",21135,21226.4190946771,22215.1227325972,20699.5303815759,18788,14303,16216,12645.7461564197,14087
"PHYBL_136440T0",1787,1981,2075,1555,1049,1773,245,206,207
"PHYBL_136467T0",1014,1154,1261,1160,798,901,608,487,680
"PHYBL_136474T0",34758,36832,32893,47467,45584,24609,23274,14856,20429
"PHYBL_136484T0",464,490,490,455,305,351,367,345,413
"PHYBL_136507T0",1573,2001,2249,1495,965,1043,632,618,688
"PHYBL_136523T0",1906,2122,2352,3578,2091,2152,1640,1261,1615
"PHYBL_136524T0",4306,5408,5071,5701,3926,3564,2549,2197,2923
"PHYBL_136532T0",644,776,833,2270,1740,2576,690,412,723
"PHYBL_136534T0",888,1000,972,819,706,620,525,402,485
"PHYBL_136558T0",17603.2426706072,18969.8007411283,19571.6026251897,16971.0495933125,15482.0765657398,13480.4158156988,11702.9034239993,9428.80719087501,11067.6021702185
"PHYBL_136576T0",123352,147740,100379,92477,87191,55190,1876,1051,1611
"PHYBL_136608T0",2431,2678,3255,2192,1809,1685,1143,948,1033
"PHYBL_136624T0",2003,2644,2792,3418,1956,2032,1205,1138,1440
"PHYBL_136631T0",282,360,409,490,292,260,282,226,240
"PHYBL_136641T0",2756,3515,3215,3455,2529,3138,1693,1570,1726
"PHYBL_136654T0",1953,2769,3411,3167,2676,2555,3082,3006,2916
"PHYBL_136683T0",182,241,329,346,221,221,203,144,178
"PHYBL_136701T0",4174,4912,6211,5459,4013,3357,4228,3466,3725
"PHYBL_136727T0",1782,2093,2159,3820,2478,3521,1598,1070,1742
"PHYBL_136730T0",2230,2619,2482,2605,2256,1665,1178,953,1460
"PHYBL_136735T0",3040,3463,4200,6726,3810,3539,2769,2743,3071
"PHYBL_136746T0",278,371,421,462,339,318,185,198,200
"PHYBL_136749T0",1515,1423,1227,1564,1395,880,689,465,624
"PHYBL_136751T0",927,1009,1147,1804,1092,1274,1237,1113,1290
"PHYBL_13677T0",1647,1708,1838,2320,1914,1266,1002,655,1065
"PHYBL_136783T0",441,530,572,535,407,419,306,276,353
"PHYBL_136829T0",968,965,1172,1751,817,1329,430,434,589
"PHYBL_136840T0",1053,1053,1186,1120,1018,636,615,535,555
"PHYBL_136854T0",8639,10409,10428,11725,9555,8732,7314,6690,8077
"PHYBL_136873T0",5919,7018,5401,4436,3655,2671,3376,2087,2520
"PHYBL_136881T0",5280,6943,7616,37563,24830,32835,7181,4985,10287
"PHYBL_136907T0",1013,1046,742,415,417,274,291,190,247
"PHYBL_136952T0",294,345,346,684,366,523,315,290,331
"PHYBL_136953T0",36,43,88,12,7,1,7,23,23
"PHYBL_136959T0",2356,2730,2738,2400,1829,1720,3496,2881,3311
"PHYBL_136983T0",13455.1678934702,15108.1172864491,15107.418199213,10022.5258366849,10096.7027932685,7632.45984422583,9820.85610558057,7878.03355643779,9962.56372364338
"PHYBL_136999T0",1892.05583839129,2416,2537,1471,1375,1275.06316602745,1349,1151.07653679712,1429
"PHYBL_137004T0",19821.3368026801,20297.0418840026,17449.3663706467,17178.3111222615,18149.9112424016,10725.306377589,12156.1368725064,8799.4162329914,11981.4328585022
"PHYBL_137006T0",662,740,768,804,785,618,1136,1243,1171
"PHYBL_137011T0",609,638,713,1344,904,851,459,370,456
"PHYBL_137017T0",156,158,134,149,115,80,5860,4966,4986
"PHYBL_137021T0",797,941,823,811,554,542,487,362,479
"PHYBL_137033T0",5818,6439,5840,5349,3903,3330,1475,1140,1564
"PHYBL_137056T0",1170,1173,1268,2477,1583,1625,1164,972,1104
"PHYBL_137088T0",14574,15934,15744,10610,9665.26302630652,7629,7090,5872,7687
"PHYBL_137096T0",1532,1999,2092,2555,1745,2058,1215,944,1356
"PHYBL_137099T0",419,397,710,583,363,367,277,319,469
"PHYBL_137103T0",427,388,411,488,294,251,180,182,189
"PHYBL_137112T0",2488,4549,5773,1564,1332,1211,626,894,1233
"PHYBL_137132T0",767,704,844,1307,850,872,426,301,480
"PHYBL_137137T0",52,102,52,292,304,158,694,780,692
"PHYBL_137141T0",1368,1657,2116,3425,2097,2250,1224,1026,1325
"PHYBL_137145T0",1597,1742,2309,3494,2163,2910,1229,1208,1649
"PHYBL_137149T0",1391,1710,2002,2143,1627,1760,838,786,1132
"PHYBL_137151T0",661,776,703,810,865,289,1132,384,429
"PHYBL_137153T0",863,1043,1073,1205,849,902,737,502,607
"PHYBL_137188T0",1918,2727,2826,1332,805,981,966,691,1394
"PHYBL_137220T0",3650,3824,4194,15165,10070,8401,3327,1724,3162
"PHYBL_137228T0",40,47,52,79,74,20,48,17,46
"PHYBL_137244T0",486.074850704304,556.014839827016,653.208803465812,577.034674317051,298.699056955713,402.102193315783,350.841883471698,252.946079722089,350.886433909213
"PHYBL_137246T0",537,604,814,866,649,840,625,560,671
"PHYBL_137295T0",864,828,1000,752,536,445,452,657,452
"PHYBL_137300T0",1194,1016,1110,4357,3436,1946,3651,2507,2852
"PHYBL_137306T0",731,711,955,1376,817,876,316,308,317
"PHYBL_137317T0",1688,1973,2227,2118,1930,1309,1120,705,1467
"PHYBL_137361T0",29409.8321065298,34401.8827135509,32371.581800787,21530.4741633151,21623.2972067315,16517.5401557742,19079.1438944194,15341.9664435622,18226.4362763566
"PHYBL_137424T0",2443,3271,3292,3358,2631,2911,1798,1390,1913
"PHYBL_137435T0",994,1611,2378,20959,17727.9038501604,17990.8158277746,10665,6812,9158.91690306977
"PHYBL_137438T0",10381,12085,13802,9295,8172,7075,5586,5914,7160
"PHYBL_137445T0",1008,1172,1120,432,347,201,42,60,71
"PHYBL_137452T0",1151,1089,1184,1353,1169,663,553,415,494
"PHYBL_137488T0",3506,4250,4031,3754,2482,2609,1265,1250,1408
"PHYBL_137492T0",2217,2560,3239,1467,1108,879,479,600,890
"PHYBL_137493T0",1615,1479,1493,1650,1438,861,830,511,624
"PHYBL_137534T0",3980,4368,3503,5777,4375,3471,2672,1898,1908
"PHYBL_137562T0",405,637,688,488,329,373,288,216,343
"PHYBL_137566T0",9006,9677,9285,6990,5634,3330,1154,1064,1434
"PHYBL_137570T0",1085,1133,1134,1298,972,1077,1018,1070,1232
"PHYBL_137591T0",921,921,988,1794,1176,1168,956,567,843
"PHYBL_137624T0",3024,2836,2960,5980,4560,3314,3592,2808,3034
"PHYBL_137656T0",1560,1452,1376,1324,1332,825,897,586,752
"PHYBL_137670T0",2816,2597,2992,3949,2850,2451,4322,4550,4012
"PHYBL_137679T0",1417,1388,1315,1543,1165,1039,688,632,654
"PHYBL_137701T0",666,798,1227,1539,1317,1158,1533,1654,1367
"PHYBL_137708T0",1591,1795,1754,3186,2438,2645,2183,1691,2345
"PHYBL_137713T0",890,900,871,953,849,713,581,466,543
"PHYBL_137734T0",1755.20650644363,1862.27260268783,1791.32260678823,1991.89298662284,1358.59630559259,1451.85361763445,827.93146923119,695.285166321379,867.988685309442
"PHYBL_137735T0",619,798,1077,676,495,543,392,294,430
"PHYBL_137778T0",246,281,308,400,387,303,250,227,223
"PHYBL_137810T0",5.45447594825042,0,1.62065519077332,3.38787878072382,4.42594542629071,1.47833962457129,0,3.81390020925153,0
"PHYBL_137818T0",0,0,0,2.93540433777307,0,0,0,2,0
"PHYBL_137820T0",0,0,0,0,0,0,0,4.30046555234712,0
